name,dlc,featureflag,model,projectile,air projectile,spawn,scale,width,sound,offset,charge effect,fire effect,fire effect AA,ignition effect,target hit,soft hit,hard hit,water hit,// target armor,// damage,// DPS,attack,anti armor,anti granite,anti air,shock,blast,timer,burst,delay,range,extended,min range,accuracy,speed,initialSpeed,timeUntilFullSpeed,charge,cooldown,timeBetweenAttacks,shake,fire strategy,targeting,cone,homing,invalid,valid,damageType,traits,pinning strategy,overheat,onSoldierHit,poison,allianceSwitch,mindControl,timelineShot,burstOffsets,notification
JAC_Explosives_Shot,metro,,/,/,,,1,,,,,/,,,,Demolition_Explosion,,,,400,#REF!,400,90,80,,,10,,/,/,/,,,,,,,,/,0,80,,,,,solid; extinguishable,,,friendlyFire;noModifierBonus;noBlastReduction,,,,,,,,,
JAC_Bomb,metro,,/,JAC_Bomb,,,0.5,,,,,,,,Fireball_Heavy,Fireball_Heavy,,Water_Splash_Small,,400,#REF!,400,90,80,,70,4,1,/,/,11,,,,20,,,,/,0,80,,,,,solid; extinguishable,,scorching,unaimed;friendlyFire;noModifierBonus;noBlastReduction,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// M7 CYCLONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hover_Autocannon_Shot,metro,,/,Tracer_Thick,Tracer_Thick,,1.5,/,Autocannon_V2,,,Howitzer_Shot_Small,,,Autocannon_Hit,Rifle_Grenade_Explosion,,Water_Splash_Tiny,,15,#REF!,15,70,40,20,30,4,,2,0.6,30,8,/,max: 2; air: 3,120,,,,/,0.6,/,turret,fovweighted,,,solid; extinguishable,,,,,,onHit: PassThroughDamage,,,,,,
Mech_Jump_Impact,metro,,/,/,,,1,,M11_Jet_Blast,,,,,,,M11_Jet_Blast,,/,,200,#REF!,200,70,20,,200,12,,/,/,/,,,,,,,/,2,2,70,,,,,solid; extinguishable,,scorching,friendlyFire;unaimed;noModifierBonus;noSelfDamage; noBlastReduction,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// PEGASUS GUNSHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gunship_Gatling,metro,,/,Tracer,Tracer,,2,/,burstStart: MG34LMG,,,Minigun_Muzzle_Flash,,,Autocannon_Hit,Rifle_Grenade_Explosion,,Water_Splash_Tiny,,6,#REF!,10,40,,3,40,,,3,0.104,25,10,,min: 6; max: 12; air: 12,120,,,,/,0.312,/,turret,fovweighted,,,solid; extinguishable,armored,,,,attacksToOverheat: 10; cooldownTime: 2,,,,,,,
Gunship_Missile_Barrage,metro,,/,Gunship_Rocket,,,1,/,Missile_Mech_Rocket,,,Gunship_Rocket_Shot,,,Rocket_APHE,Rocket_APHE,,Water_Splash_Tiny,,100,#REF!,100,60,,,30,4,,4,0.3,60,10,,max: 2,55,,,,/,2.4,10,turret,fovweighted,,,solid; extinguishable,armored,,friendlyFire; indirectFire;noModifierBonus,,,,,,,,2 -2;-2 2,
Gunship_Missile_Strike,metro,,/,Reaper_Missile_Straight,,,1,/,Heavy_Missile,,,Recoilless_Rifle_Shot,,,Explosion_Executor_Missile,Explosion_Executor_Missile,,Water_Splash_Tiny,,500,#REF!,500,70,20,,150,3,,/,/,60,,20,max: 1,30,,,,/,3,70,,,,200,solid; extinguishable,,explosive,indirectFire;noModifierBonus;forceStun;longStun,,,onHit: DetonateOnTargetOnly,,,,,,
Gunship_Bomb,metro,,/,Gunship_Bomb,,,0.5,,BombWhistle,,,,,Big_Bomb_Impact,,Tactical_Nuke,,Water_Splash_Small,,1000,#REF!,1000,200,60,500,70,10,5,/,/,1,,,,10,,,,/,0,100,,,,,solid; extinguishable,,explosive,unaimed;friendlyFire;noModifierBonus;noBlastReduction,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// MISSILE MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missile_Mech_Missile_Burst,metro,,/,Mech_Missile_V,,,1,,Missile_V2,,,Missile_Launch,,,Cannon_Hit,Rocket_APHE,,Water_Splash_Small,,100,#REF!,100,110,30,,/,4,,4,0.2,45,,10,max: 5,30,,,0.6,0.5,3.2,10,,,,,solid; extinguishable,armored,,indirectFire;unaimed,,,onHit: None,,,,,,
Missile_Mech_Missile_Single,metro,,/,Mech_Missile_H,,,1,,Missile_V2,,,Missile_Launch,,,Cannon_Hit,Rocket_APHE,,Water_Splash_Small,,100,#REF!,100,110,30,,/,4,,,0.5,60,,10,,35,,,0,0.5,0.5,10,turret,fovweighted,,200,solid; extinguishable,armored,,,,,onHit: DetonateOnTargetOnly,,,,,,
Cloudburster_Shrapnel,metro,,/,Ripper_Tracer,,,1,5,Ripper_Blast,,,Ripper_Flash,,,,,,/,,#VALUE!,#VALUE!,80 120,50,,,50,,,/,/,30,4,,,80,,,1,/,1.3,/,soldier,,,,solid; extinguishable,,,friendlyFire,,,onHit: PassThroughDamage,,,,,,
Cloudburster_Drone_Shot,metro,,/,Tracer_Orange,Tracer_Orange,,0.8,,burstStart: Morita_MkII,,,Muzzle_Flash_4,,,,Bullet_Impact_Dust,,Water_Splash_Tiny,,1,#REF!,4,10,,5,10,,,4,0.2,10,5,,max: 2,90,,,,/,0.8,/,turret,fovweighted,,,solid; extinguishable,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// HORNET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hornet_Shot,metro,,/,Tracer_Orange,Tracer_Orange,,1,,Locust_Attack,,,Spikes_Burst,,,Stinger_Shot_Hit,Stinger_Shot_Hit,,Water_Splash_Small,,6,#REF!,10,40,40,10,5,,,/,/,20,10,,max: 3,50,,,0.667,0.833,2.167,/,,,,,solid; extinguishable,,hidden,spreadFire,,,,,,,,,
Locust_Tanker_Invisible,metro,,/,/,/,,1,/,/,,,/,,,,/,,/,,100,1655,0,60,60,0,0,0,,/,0,55,,,/,0,,,0,/,1,/,turret,,,,solid; extinguishable,,hidden,unaimed;indirectFire;noModifierBonus;stealthFire,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// BURSTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burster_Bug_Shot,metro,,/,Burster_Spit,,,1,/,Burster_Attack_01,,Burster_Wind_Up,,,Spit_Impact,,Burster_Shot_Explosion,,Water_Splash_Small,,100,#REF!,100,100,20,,/,2,1,/,/,20,,7,max: 0.5,20,,,1.5,0.5,5.5,20,,,,,solid; extinguishable,,,friendlyFire;indirectFire;forceStun;longStun,,,onHit: None,,,,,,
Burster_Bug_Explode,metro,,/,/,,Burster_Bug_Explode_Shock,,,,,,,,,,Burster_Death_Explosion,,/,,120,#REF!,120,60,60,,/,3,,/,/,/,,,,,,,,/,1,40,,,,,extinguishable,,,friendlyFire;onFireKillUnit;detonateOnSource;noBlastReduction,,,,,,,,,
Burster_Bug_Explode_Shock,metro,,/,/,,,,,,,,,,,,,,/,,,,/,/,/,,150,7,,/,/,/,,/,,,,,,/,0,/,,,,,extinguishable,,hidden,noBlastReduction,,,,,,,,,
Acid_Damage,metro,,/,/,,,1,,,,,,,,,,,/,,4,#REF!,4,200,200,,/,4,,30,0.5,/,,,,,,,,/,15,/,,,,,structure; solid; inanimate; extinguishable,,hidden,unaimed;noModifierBonus;noBlastReduction,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// RAVAGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plasma_Guard_Plasma,metro,,/,Plasma_Beam_Red,Plasma_Beam_Red,,1,3,PlasmaGuard_Plasma,,PlasmaGuard_Wind_Up,Plasma_Beam_Shot_Red,,,Plasma_Explosion_Red,Plasma_Explosion_Red,,Plasma_Explosion_Red,,60,#REF!,100,40,40,50,20,2,,/,0.13,40,,,max: 1,80,,,1.85,2.15,6.35,/,,,,,extinguishable; minion,,acid,noBlastReduction,Scorpion,,,,,,,,
Plasma_Guard_Claws,metro,,/,/,,,,,PlasmaGuard_Melee,,,,,,,,,/,,120,90,120,100,100,,20,1,,/,/,/,,,,,,,0.6,0.8,1.45,/,,,,,extinguishable,,,noBlastReduction,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// ELECTRO TURRETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electro-Autocannon_Shot,base,,/,Tracer,Tracer,,2,, Auto_Turret_Shot,,,M11_Mortar,,,Autocannon_Hit,Autocannon_Hit,,Water_Splash_Tiny,,30,#REF!,30,60,10,10,10,,,6,0.15,25,5,,max: 3,104,,,0,/,2.25,/,turret,fovweighted,,,extinguishable,,,,,attacksToOverheat: 5; cooldownTime: 5,,,,,,,
Electro-Autocannon_AP_Shot,base,,/,Tracer,Tracer,,2,, Auto_Turret_Shot,,,M11_Mortar,,,Autocannon_Hit,Autocannon_Hit,,Water_Splash_Tiny,,30,#REF!,30,80,10,10,10,,,6,0.15,25,5,,max: 3,104,,,0,/,2.25,/,turret,fovweighted,,,extinguishable,,,,,attacksToOverheat: 5; cooldownTime: 5,,,,,,,
Territory_MG_Tower_Burst,base,,/,Tracer,Tracer,,1.5,,burstStart: HMG,,,Turret_Muzzle_Flash,,,,Bullet_Impact_Dust_Heavy,,Water_Splash_Tiny,,1.5,#REF!,15,15,,5,20,,,4,0.15,40,10,8,max: 7; air: 10,104,,,,/,0.6,/,turret,fovweighted,,,solid; extinguishable,,,burstEffect,,attacksToOverheat: 15; cooldownTime: 15,,,,,,,
Territory_MG_Tower_Range_Burst,base,,/,Tracer,Tracer,,1.5,,burstStart: HMG,,,Turret_Muzzle_Flash,,,,Bullet_Impact_Dust_Heavy,,Water_Splash_Tiny,,1.5,#REF!,15,15,,5,20,,,4,0.15,50,10,8,max: 7; air: 10,104,,,,/,0.6,/,turret,fovweighted,,,solid; extinguishable,,,burstEffect,,attacksToOverheat: 15; cooldownTime: 15,,,,,,,
Electro-Mortar_AA_Shot,base,,/,Mortar_AA_Off_Grenade,Mortar_AA_On_Grenade,,1,,M11_Mortar,,,M11_Mortar,,,Flak_Explosion_Large,Flak_Explosion_Large,,Water_Splash_Small,,#VALUE!,#VALUE!,/,30,,80,50,10,,5,0.3,40,,/,max: 6,30,,,,/,6.2,10,turret,fovweighted,,,extinguishable,,,indirectFire;noBlastReduction,Scorpion,,onHit: None,,,,,,
Electro-Mortar_Shot,base,,/,Electro_Mortar,,,0.2,,M11_Mortar,,,M11_Mortar,,,,M11_Mortar_Explosion,,Water_Splash_Small,,6,#REF!,60,15,5,,50,5,,5,0.5,35,,15,max: 4,30,,,,/,7,10,turret,fovweighted,,,extinguishable,,,indirectFire;noBlastReduction,Scorpion,,onHit: None,,,,,,
Electro-Cannon_Shot,base,,/,Shell,,,0.09,/,Heavy_Turret_Shot,,,Howitzer_Shot,,,Cannon_Hit,Howitzer_Shell_Explosion,,Water_Splash_Tiny,,200,#REF!,200,90,30,,30,2,,/,/,45,,10,max: 1,120,,,,/,3,/,turret,fovweighted,,,extinguishable,armored,,,,,,,,,,,
Electro-Cannon_RoF_Shot,base,,/,Shell,,,0.09,/,Heavy_Turret_Shot,,,Howitzer_Shot,,,Cannon_Hit,Howitzer_Shell_Explosion,,Water_Splash_Tiny,,200,#REF!,200,90,30,,30,2,,/,/,45,,10,max: 1,120,,,,/,1.5,/,turret,fovweighted,,,extinguishable,armored,,,,,,,,,,,
Electro-Cannon_Range_Shot,base,,/,Shell,,,0.09,/,Heavy_Turret_Shot,,,Howitzer_Shot,,,Cannon_Hit,Howitzer_Shell_Explosion,,Water_Splash_Tiny,,200,#REF!,200,90,30,,30,2,,/,/,60,,10,max: 1,120,,,,/,3,/,turret,fovweighted,,,extinguishable,armored,,,,,,,,,,,
Electro-Launcher_Shot,base,,/,Missile_Turret_Missile,,,1,,Missile_Turret,,,,,,Bundled_Grenade_Explosion,Bundled_Grenade_Explosion,,Water_Splash_Small,,150,#REF!,150,80,10,,/,2,,2,1,75,,20,max: 2,40,,,,/,9,20,turret,fovweighted,,100,solid; extinguishable,armored,explosive,indirectFire,,,,,,,,,
Electro-Launcher_Range_Shot,base,,/,Missile_Turret_Missile,,,1,,Missile_Turret,,,,,,Bundled_Grenade_Explosion,Bundled_Grenade_Explosion,,Water_Splash_Small,,150,#REF!,150,60,10,,/,2,,2,1,90,,20,max: 2,40,,,,/,9,20,turret,fovweighted,,100,solid; extinguishable,armored,explosive,indirectFire,,,,,,,,,
Electro_Sniper_Shot,base,,/,/,,,1,/,SniperTower_Shot,,,Sniper_Shot,,,,,,Water_Splash_Tiny,,8,#REF!,80,15,,20,30,,,/,/,55,,/,/,/,,,0.75,0.5,1.5,/,turret,fovweighted,,,solid; extinguishable,,,spreadFire;constantFireRate,,,,,,,,,
Electro_Sniper_AP_Shot,base,,/,/,,,1,/,SniperTower_Shot,,,Sniper_Shot,,,,,,Water_Splash_Tiny,,48,#REF!,80,40,,20,30,,,/,/,55,,/,/,/,,,0.75,0.5,1.5,/,turret,fovweighted,,,solid; extinguishable,,,spreadFire;constantFireRate,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kayla_Gun,metro,,/,Tracer,,,1,/,burstStart: Police_Rifle,,,Muzzle_Flash_4,,,,Bullet_Impact_Dust,,Water_Splash_Tiny,,24,#REF!,40,40,,,10,,,/,/,5,,/,/,50,,,0.3,0.2,0.5,/,,,,,solid; extinguishable,,,noModifierBonus,,,,,,,,,
Kayla_Grenade,metro,,/,Gas_Canister,,,0.8,,Frag_Gun_InDirect,,,Grenade_Launcher,,Bullet_Impact_Dust,,Rifle_Grenade_Explosion,,Water_Splash_Tiny,,100,#REF!,100,60,20,,60,1,,/,/,20,,5,max: 0.5,25,,,0.9,0.5,2.9,20,,,,,solid; extinguishable,,,noModifierBonus;indirectFire,,,onHit: None,,,,,,
AA_Battery_Volley,base,,/,SAM_Missile,SAM_Missile,,2,,Missile_V2,,,Missile_Launch,,,Flak_Explosion_Large,Flak_Explosion_Large,,Water_Splash_Small,,#VALUE!,#VALUE!,/,80,,200,,5,,/,/,50,,4,max: 1,50,,,,,0.7,/,turret,fovweighted,,100,solid; extinguishable,,,,,,,,,,,,
Verhaegen_Shot,metro,,Morita_MkIII,Tracer,Tracer,,1,/,burstStart: Carbine,,,Muzzle_Flash_4,,,,Bullet_Impact_Dust,Bullet_Impact_Hard,Water_Splash_Tiny,,1,#REF!,10,15,,3,4,,,3,0.2,35,10,/,max: 5,78,,,0,0.3,0.9,/,,,,,solid; extinguishable,,,burstEffect,,,,,,,,,
Verhaegen_Cutscene_Shot,metro,,Morita_MkIII,Tracer,Tracer,,1,/,burstStart: Carbine,,,Muzzle_Flash_4,,,,Bullet_Impact_Dust,Bullet_Impact_Hard,Water_Splash_Tiny,,15,#REF!,15,100,,3,4,,,3,0.2,35,10,/,max: 5,78,,,0,0.3,0.9,/,,,,,solid; extinguishable,,,burstEffect,,,,,,,,,
Verhaegen_Burst,metro,,Morita_MkIII,Tracer,Tracer,,1,/,burstStart: Morita_MkII_Long,,,Muzzle_Flash_10,,,Yellow_Goo_Hit,,,,,1,#REF!,10,15,,3,4,,,3,0.2,35,10,/,max: 5,78,,,0,0,0.6,/,,,,,solid; extinguishable,,,burstEffect,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// NEW UNITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electro-Flamethrower,lava,,/,Invisible,,,1,4,burstStart: M11_Flamethrower,,,Flamethrower_Turret,,,,/,,/,,12,#REF!,60,20,,,50,,,10,0.2,16,2,/,,40,,,,/,4.8,/,turret,fovweighted,,,solid; extinguishable,flammable,scorching,burstEffect; StopBurstEffectManually,,,onHit: PassThroughDamage,,,,,,
Electro-Flamethrower_AP,lava,,/,Invisible,,,1,4,burstStart: M11_Flamethrower,,,Flamethrower_Blue,,,,/,,/,,48,#REF!,60,50,,,50,,,10,0.2,16,2,/,,40,,,,/,4.8,/,turret,fovweighted,,,solid; extinguishable,flammable,scorching,burstEffect; StopBurstEffectManually,,,onHit: PassThroughDamage,,,,,,
Territory_Bunker_HMG,base,,/,Tracer,Tracer,,2,,burstStart: HMG,,,Turret_Muzzle_Flash,,,,Bullet_Impact_Dust_Heavy,,Water_Splash_Tiny,,,,15,35,,5,/,,,5,0.13,30,10,/,max: 5,104,,,,/,1.72,/,turret,fovweighted,,,solid; extinguishable,,,burstEffect,,attacksToOverheat: 40; cooldownTime: 15,,,,,,,
Electro_Flamer_Explosion,base,,/,/,,Fire_Small_Unit,,,,,,/,,,MkIII_Grenade_Explosion,,,,,,,200,20,,,,10,,/,/,/,,,,,,,,/,0,80,,,,,solid; extinguishable,,,friendlyFire;noModifierBonus,,,,,,,,,
Radio_Operator_Drone_Shot,base,,/,Tracer_Orange,Tracer_Orange,,0.8,,burstStart: Morita_MkII,,,Muzzle_Flash_4,,,,Bullet_Impact_Dust,,Water_Splash_Tiny,,1,#REF!,4,10,,,10,,,4,0.2,10,5,,max: 2,90,,,,/,0.8,/,turret,fovweighted,,,solid; extinguishable,,,,,,,,,,,,
Rifle_Recruits_Burst,base,,Morita_MkI,Tracer,Tracer,,1,/,burstStart: Morita_MkI,,,Muzzle_Flash_4,,,,Bullet_Impact_Dust,Bullet_Impact_Hard,Water_Splash_Tiny,,1,#REF!,6,15,,2,5,,,2,0.3,30,10,/,max: 20; air: 25,78,,,0.3,0.3,1.6,/,,,,,solid; extinguishable,,,burstEffect;spreadFire,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// CHEMICAL DLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// HORDE HANDLERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eradicator_Poison_Shot,chem,,/,Poison_Bullet,Poison_Bullet,/,0.5,/,Dart_Gun_Shot,,,Muzzle_Flash_Single,,,Poison_Hit,Poison_Hit,Poison_Hit,Water_Splash_Tiny,,5,#REF!,10,0,0,,,,,/,/,25,5,/,max: 3,40,,,0.75,0.5,4,/,,,,,solid; extinguishable,,,spreadFire,,,,duration: 10; damage: 30,,,,,
Defender_Destruct_Explosion,chem,,/,/,,,1,,,,,/,,,,Grenade_Explosion_Concussive,,,,120,#REF!,150,50,40,,,6,,/,/,/,,,,,,,,/,0,20,,,,,solid; extinguishable,,,noModifierBonus;noBlastReduction,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// SUPPORT TROOPERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Support_Troopers_Burst,chem,,Morita_MkI,Tracer,Tracer,,1,/,burstStart: Morita_MkI,,,Muzzle_Flash_4,,,,Bullet_Impact_Dust,Bullet_Impact_Hard,Water_Splash_Tiny,,3,#REF!,6,15,,6,5,,,2,0.3,35,10,/,max: 12; air: 17,78,,,0.3,0.3,1.3,/,,,,,solid; extinguishable,,,burstEffect;spreadFire,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// TOXIC BIPED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxic_Shot,chem,,/,Invisible,,,1,3,burstStart: Gas_Release,,,Gasthrower,,,,,,/,,2,#REF!,5,30,30,,10,,,7,0.2,10,2,,,40,,,,/,1.2,/,,,,,solid; inanimate; extinguishable,,hidden,burstEffect; StopBurstEffectManually; indirectFire,,,onHit: PassThroughDamage,,,,,,
Toxic_Powershot,chem,,/,/,,/,1,,,,,Gasthrower_Sides,,,,,,/,,4,#REF!,10,30,/,,10,3,,/,/,5,,,,40,,,/,/,0.3,/,,,,,structure; solid; inanimate; extinguishable,,hidden,indirectFire; unaimed; noBlastReduction; noModifierBonus,,,onHit: None,,,,,,
Toxic_Repair_Cloud,chem,,/,/,,,1,,,,,,,,,,,/,,4,#REF!,10,30,,,5,4,,2,0.5,/,,,,,,,,/,15,/,,,,,structure; solid; inanimate; human; extinguishable; gasImmune,,hidden,unaimed;noModifierBonus;noBlastReduction,,,,,,,,,
Toxic_Pressure_Spray,base,,/,Invisible,,,1,3,burstStart: Gas_Release,,,Gasthrower_Long,,,,,,/,,60,#REF!,60,60,5,,30,,,40,0.1,20,5,,,20,,,,/,6.9,/,,,,,solid; inanimate; extinguishable,,hidden,burstEffect; StopBurstEffectManually; friendlyFire; noModifierBonus,,,onHit: PassThroughDamage,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// RADIATION BIPED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_Biped_Shot,chem,,/,Invisible,,,1,1,Radiation_Beam_Weak_Fire,,Irradiator_Flash_Medium,Irradiator_Beam_Medium,,,Radiation_Impact,,,/,,2,#REF!,20,15,,,/,,,10,0.2,50,,,,100,,,0.5,/,3,/,,,,,structure; solid; inanimate; extinguishable; radiationImmune,,hidden,burstEffect; StopBurstEffectManually,,,onHit: DetonateOnTargetOnly,,,,,,
Electric_Discharge,chem,,/,/,,,1,,M11_Jet_Blast,,,,,,M11_Jet_Blast,,,/,,20,#REF!,100,20,,,200,10,,/,/,/,,,,,,,/,2,2,/,,,,,solid; inanimate; extinguishable,,,unaimed;noModifierBonus; noBlastReduction; longStun,,,,,,,,,
Rad_Drone_Shot,chem,,/,Invisible,,,1,1,,,,Irradiator_Beam_Medium,,,Sparker_Shot_Impact,,,/,,3,#REF!,15,20,,,/,,,7,0.2,0.1,50,,,100,,,,/,3,/,,,,,structure; solid; inanimate; extinguishable; radiationImmune,,hidden,burstEffect; StopBurstEffectManually,,,onHit: DetonateOnTargetOnly,,,,,,
Drop_Reactor_Projectile,chem,,/,Reactor,,Rad_Biped_Reactor,1,/,BombWhistle,,,,,Radiation_Bomb_Impact,,Mjolnir_Explosion,,Water_Splash_Small,,60,#REF!,150,30,,,/,1,,/,/,20,,/,/,30,,,/,/,0,40,,,,,,,,indirectFire;friendlyFire; noBlastReduction,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// HAZMAT TROOPERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hazmat_Grenade,chem,,/,Acid_Canister,,,1,,Chemical_Shot,,,Grenade_Launcher,,,Acid_Grenade_Explosion,Acid_Grenade_Explosion,,Water_Splash_Small,,56,#REF!,70,50,10,,50,2,,/,/,40,,5,max: 1,40,,,,/,1,5,,,,,solid; inanimate; extinguishable,,,indirectFire;spreadFire;noModifierBonus;constantFireRate,,,,,,,,,
Eradicator_Chemical_Spray,chem,,/,Chemical_Spray,,,1,,burstStart: Firefighter_water,,,Water_Burst,,,,Water_Impact,,Water_Splash_Small,,20,#REF!,20,60,0,,20,2,,10,0.2,20,,,max: 2,40,,,0.3,0.2,4,/,/,,,,solid; inanimate; extinguishable,,acid,burstEffect; StopBurstEffectManually; indirectFire;spreadFire;noModifierBonus,,,onHit: None,,,,,,
Hazmat_Grenade_Volley,chem,,/,Gas_Canister,,Toxic_Gas_Cloud,1,,Chemical_Shot,,,Grenade_Launcher,,,,Rifle_Grenade_Explosion,,Water_Splash_Small,,1,#REF!,,,,,/,,,/,/,30,,5,max: 3,20,,,/,/,0.5,/,,,,,structure; solid; inanimate; extinguishable,,,indirectFire;spreadFire;constantFireRate,,,onHit: None,,,,,,
Hazmat_Gas,chem,,/,/,,,1,,,,,,,,,,,/,,1,3,5,60,,,5,4,,/,/,5,,,,,,,,/,0.5,/,,,,,structure; solid; inanimate; human; extinguishable; gasImmune,,hidden,unaimed;indirectFire;noBlastReduction;detonateOnSource;noModifierBonus;stealthFire,,,,,,,,,
Gas_Perimeter,chem,,/,/,,,1,,,,,,,,,,,/,,1,#REF!,15,0,/,/,/,8,,/,/,6,,,,,,,,/,0.3,/,turret,,,,solid; inanimate; extinguishable; gasImmune,,scorching,unaimed;indirectFire;noBlastReduction;detonateOnSource;noModifierBonus;forceStun;stealthFire; friendlyFire; noSelfDamage; constantFireRate,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// MISSILE SPECIALIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specialists_Rocket_Y,chem,,/,Rocket_Specialist,,,0.7,,Missile_V2,,,,,,Rocket_APHE,Rocket_APHE,,Water_Splash_Small,,40,#REF!,40,110,15,,/,1.5,,4,0.15,30,,12,0.2,40,5,0.5,1,0.5,3,20,,,,,solid; extinguishable,,,spreadFire; indirectFire; constantFireRate; noBlastReduction,AlwaysTargetGround,,onHit: None,,,,,0 -1.5; 0 1.5; 0 4.5;0 6,
Specialists_Rocket_X,chem,,/,Rocket_Specialist,,,0.7,,Missile_V2,,,,,,Rocket_APHE,Rocket_APHE,,Water_Splash_Small,,,,40,110,15,,/,1.5,,4,0.15,30,,12,0.2,40,5,0.5,1,0.5,3,20,,,,,solid; extinguishable,,,spreadFire; indirectFire; constantFireRate; noBlastReduction,AlwaysTargetGround,,onHit: None,,,,,-4.5 0;-1.5 0; 1.5 0; 4.5  0,
Specialist_Incendiary_Barrage,chem,,/,Rocket_Specialist,,Fire_Small_Unit,1,,Missile_V2,,,,,,,Fireball,,Water_Splash_Large,,12,#REF!,60,20,20,,/,3,,4,0.2,30,,20,,35,,,1,0.5,5,20,,,,,solid; extinguishable,,scorching,friendlyFire;spreadFire;indirectFire;ignoreArmor,,,onHit: None,,,,,-8 0;-4 0; 4 0; 8  0,
Specialist_Flak_Barrage,chem,,/,Rocket_Specialist_AA,,,1,,Missile_V2,,,,,,,Flak_Explosion,,/,,80,#REF!,/,60,,80,,14,,/,/,35,,/,max: 8,40,,,1,0.5,2,/,,,,,solid; extinguishable,,,friendlyFire;indirectFire;spreadFire;noModifierBonus,,,onHit: None,,,,,,
